,number,l_p_l_lo_x,l_p_l_lo_y,l_p_l_re_x,l_p_l_re_y,l_p_r_lo_x,l_p_r_lo_y,l_p_r_re_x,l_p_r_re_y,l_h_l_x,l_h_l_y,l_h_r_x,l_h_r_y,r_p_l_lo_x,r_p_l_lo_y,r_p_l_re_x,r_p_l_re_y,r_p_r_lo_x,r_p_r_lo_y,r_p_r_re_x,r_p_r_re_y,r_h_l_x,r_h_l_y,r_h_r_x,r_h_r_y,3d_p_x,3d_p_y,3d_p_z,3d_h_l_x,3d_h_l_y,3d_h_l_z,3d_h_r_x,3d_h_r_y,3d_h_r_z
0,4807,1191.42,379.4,1191.42,379.4,1210.76,378.09,1210.76,378.09,317.37,675.52,2109.06,534.13,1227.71,423.78,1227.71,423.78,1242.0,424.84,1242.0,424.84,307.01,614.26,2194.75,698.75,516.21,4199.31,3504.14,-245.69,4478.75,3417.69,1276.23,4297.31,3257.5
0,4808,1194.54,378.43,1194.54,378.43,1213.75,377.67,1213.75,377.67,316.72,674.78,2109.61,534.01,1230.58,423.24,1230.58,423.24,1244.83,425.28,1244.83,425.28,306.22,614.29,2195.37,699.29,518.53,4198.59,3502.74,-246.29,4478.16,3417.24,1276.65,4297.17,3257.32
0,4809,1196.94,378.78,1196.94,378.78,1216.11,378.2,1216.11,378.2,316.7,675.27,2109.06,534.23,1234.18,423.33,1234.18,423.33,1247.67,424.64,1247.67,424.64,305.29,613.81,2195.4,698.87,521.53,4198.77,3504.74,-246.68,4478.43,3414.63,1277.27,4297.38,3259.13
0,4810,1199.53,377.85,1199.53,377.85,1218.77,376.87,1218.77,376.87,314.96,674.5,2108.88,533.55,1237.0,423.51,1237.0,423.51,1250.63,424.52,1250.63,424.52,304.34,613.43,2195.44,698.98,524.0,4197.63,3504.88,-247.72,4477.94,3416.65,1277.46,4296.78,3259.75
0,4811,1202.45,377.95,1202.45,377.95,1221.61,377.16,1221.61,377.16,314.18,675.45,2109.92,535.22,1239.8,423.66,1239.8,423.66,1253.82,425.18,1253.82,425.18,304.37,613.29,2197.05,700.35,526.58,4197.67,3504.49,-247.93,4478.8,3418.85,1279.07,4298.19,3260.6
0,4812,1205.43,377.22,1205.43,377.22,1224.51,376.79,1224.51,376.79,313.38,675.06,2109.07,534.98,1242.55,424.34,1242.55,424.34,1256.84,425.46,1256.84,425.46,303.47,613.44,2199.25,700.47,528.98,4197.06,3503.55,-248.62,4478.49,3418.46,1283.4,4297.94,3268.83
0,4813,1208.11,378.15,1208.11,378.15,1227.49,377.21,1227.49,377.21,313.06,675.53,2108.94,535.65,1245.75,424.9,1245.75,424.9,1259.96,425.59,1259.96,425.59,303.25,613.31,2196.84,701.05,531.78,4197.49,3503.84,-248.8,4478.88,3418.72,1279.71,4298.58,3263.13
0,4814,1211.29,377.87,1211.29,377.87,1230.74,376.71,1230.74,376.71,312.72,676.19,2108.54,536.09,1249.2,425.4,1249.2,425.4,1263.38,426.0,1263.38,426.0,303.63,613.29,2197.31,702.72,534.73,4196.99,3503.66,-248.72,4479.49,3420.7,1280.86,4298.96,3265.53
0,4815,1214.38,378.22,1214.38,378.22,1234.02,377.24,1234.02,377.24,313.2,677.11,2108.26,536.73,1252.58,425.55,1252.58,425.55,1266.29,426.76,1266.29,426.76,303.79,613.61,2197.3,703.05,537.4,4197.24,3502.72,-248.45,4480.17,3419.83,1281.15,4299.53,3266.41
0,4816,1217.65,378.39,1217.65,378.39,1237.32,376.81,1237.32,376.81,312.48,676.87,2108.28,536.68,1256.98,425.97,1256.98,425.97,1270.1,426.58,1270.1,426.58,303.98,613.44,2199.1,701.35,541.12,4196.89,3504.38,-248.62,4480.1,3422.37,1284.02,4299.44,3270.94
0,4817,1220.93,378.19,1220.93,378.19,1241.0,376.34,1241.0,376.34,312.77,676.13,2108.54,536.81,1260.12,426.48,1260.12,426.48,1274.04,427.45,1274.04,427.45,303.79,613.37,2198.53,702.14,544.11,4196.44,3503.62,-248.64,4479.46,3421.04,1282.85,4299.57,3268.66
0,4818,1224.65,378.3,1224.65,378.3,1244.43,377.29,1244.43,377.29,313.19,677.23,2109.19,538.16,1263.48,426.28,1263.48,426.28,1277.65,427.77,1277.65,427.77,304.76,613.78,2196.63,704.56,547.05,4196.76,3502.39,-248.02,4480.38,3422.64,1279.21,4300.78,3261.77
0,4819,1228.25,377.24,1228.25,377.24,1247.56,376.46,1247.56,376.46,313.16,675.66,2109.96,537.55,1267.43,426.31,1267.43,426.31,1280.72,427.25,1280.72,427.25,304.58,613.79,2198.06,706.12,550.01,4195.76,3501.92,-248.18,4479.13,3422.26,1280.67,4300.2,3262.94
0,4820,1227.39,377.59,1227.39,377.59,1251.0,376.65,1251.0,376.65,313.19,675.73,2109.65,538.18,1267.25,425.3,1267.25,425.3,1285.29,424.82,1285.29,424.82,304.25,613.13,2197.69,707.27,552.17,4195.84,3504.38,-248.31,4479.14,3421.2,1280.41,4300.76,3262.98
0,4821,1234.69,377.66,1234.69,377.66,1254.73,375.91,1254.73,375.91,313.39,674.44,2110.32,537.56,1273.73,427.39,1273.73,427.39,1289.37,427.97,1289.37,427.97,303.61,613.01,2198.9,706.28,556.53,4195.33,3502.15,-248.58,4478.02,3418.87,1281.66,4300.18,3263.95
0,4822,1238.25,377.88,1238.25,377.88,1258.02,376.2,1258.02,376.2,313.07,675.3,2111.17,538.57,1277.0,427.34,1277.0,427.34,1297.54,429.17,1297.54,429.17,303.87,613.04,2199.31,705.87,562.12,4195.14,3508.29,-248.54,4478.77,3420.45,1281.53,4301.04,3262.38
0,4823,1241.31,377.88,1241.31,377.88,1261.58,375.61,1261.58,375.61,313.27,674.69,2111.13,539.09,1280.75,428.4,1280.75,428.4,1303.73,429.31,1303.73,429.31,304.52,613.04,2199.49,705.8,566.87,4194.54,3512.54,-248.21,4478.35,3421.78,1281.88,4301.49,3262.96
0,4824,1244.57,378.87,1244.57,378.87,1265.02,376.67,1265.02,376.67,314.12,676.71,2112.63,541.41,1284.35,429.3,1284.35,429.3,1294.49,431.45,1294.49,431.45,305.01,612.99,2199.68,706.62,562.46,4196.03,3492.53,-247.62,4479.88,3420.83,1280.83,4303.48,3258.82
0,4825,1247.81,378.28,1247.81,378.28,1267.89,376.54,1267.89,376.54,313.97,676.78,2112.22,541.79,1271.75,429.75,1273.74,429.08,1293.88,430.61,1293.88,430.61,305.53,613.54,2199.36,706.95,554.89,4196.59,3465.25,-247.44,4480.02,3422.75,1280.73,4303.83,3259.27
0,4826,1250.82,378.55,1250.82,378.55,1270.98,376.57,1270.98,376.57,315.13,675.73,2112.34,542.46,1390.63,424.64,1390.63,424.64,1293.68,422.62,1290.97,429.67,306.28,614.24,2199.39,707.07,623.02,4190.08,3635.44,-246.76,4479.13,3421.73,1280.69,4304.41,3258.98
0,4827,1253.59,379.47,1253.59,379.47,1274.19,376.78,1274.19,376.78,315.46,675.32,2112.42,542.58,1325.85,429.72,1325.85,429.72,1305.68,428.93,1309.45,425.6,306.16,613.79,2199.79,706.76,593.06,4193.69,3549.71,-246.72,4478.75,3420.49,1281.26,4304.51,3259.77
0,4828,1256.2,378.62,1256.2,378.62,1277.1,375.63,1277.1,375.63,315.61,673.43,2112.06,541.06,1327.0,429.0,1327.0,429.0,1311.54,430.59,1311.54,430.59,307.13,613.59,2200.8,706.79,593.97,4192.81,3545.3,-246.32,4477.37,3422.88,1283.14,4303.17,3263.4
0,4829,1259.41,378.78,1259.41,378.78,1279.86,376.37,1279.86,376.37,316.14,675.03,2112.58,541.9,1326.73,426.21,1326.73,426.21,1314.57,430.8,1314.57,430.8,307.69,613.6,2201.45,706.32,594.56,4193.28,3539.34,-245.83,4478.62,3423.03,1283.72,4303.88,3263.46
0,4830,1262.64,377.63,1262.64,377.63,1282.98,375.54,1282.98,375.54,316.5,672.2,2112.61,541.52,1301.63,430.44,1302.62,430.36,1314.29,431.06,1319.52,430.06,308.69,613.98,2201.52,707.16,581.83,4193.79,3498.63,-245.38,4476.47,3424.96,1283.78,4303.54,3263.54
0,4831,1265.59,378.16,1265.59,378.16,1285.7,376.37,1285.7,376.37,316.94,673.84,2113.87,541.75,1301.92,430.73,1305.83,430.7,1318.4,431.51,1322.44,430.29,308.89,613.57,2201.68,707.22,584.52,4194.25,3498.55,-245.08,4477.73,3424.31,1282.79,4303.71,3260.01
0,4832,1268.39,377.24,1268.39,377.24,1288.47,375.51,1288.47,375.51,316.94,673.09,2113.95,541.3,1308.71,430.66,1308.71,430.66,1325.7,430.74,1325.7,430.74,309.09,614.03,2201.38,707.73,587.15,4193.3,3498.62,-245.02,4477.16,3424.88,1282.2,4303.33,3258.97
0,4833,1271.39,377.28,1271.39,377.28,1291.47,375.57,1291.47,375.57,316.89,674.19,2114.79,542.13,1311.95,430.45,1311.95,430.45,1328.06,431.31,1328.06,431.31,309.43,613.96,2201.26,708.24,589.43,4193.25,3497.13,-244.84,4478.07,3425.96,1281.23,4304.03,3256.09
0,4834,1274.28,377.17,1274.28,377.17,1294.56,375.35,1294.56,375.35,317.22,672.78,2115.14,542.06,1315.18,430.25,1315.18,430.25,1330.2,431.27,1330.2,431.27,308.74,613.54,2201.15,708.29,591.56,4193.01,3495.32,-245.1,4476.83,3423.12,1280.7,4303.97,3254.71
0,4835,1277.16,376.45,1277.16,376.45,1297.34,374.96,1297.34,374.96,318.95,673.75,2114.01,541.26,1318.26,430.6,1318.26,430.6,1332.05,430.93,1332.05,430.93,307.69,612.23,2200.81,707.4,593.47,4192.44,3493.38,-244.93,4477.23,3415.35,1281.25,4303.3,3257.37
0,4836,1280.29,376.59,1280.29,376.59,1300.27,375.24,1300.27,375.24,318.55,674.34,2114.63,541.38,1321.86,430.72,1321.86,430.72,1335.48,431.23,1335.48,431.23,307.69,611.71,2200.66,707.09,596.59,4192.44,3493.97,-245.04,4477.74,3416.41,1280.41,4303.39,3255.07
0,4837,1283.74,375.3,1283.74,375.3,1303.48,374.26,1303.48,374.26,315.26,671.38,2114.67,542.02,1324.89,430.54,1324.89,430.54,1338.72,431.56,1338.72,431.56,307.97,612.02,2197.38,711.43,599.09,4191.32,3492.39,-246.16,4475.91,3426.29,1275.13,4304.01,3246.59
0,4838,1286.64,375.7,1286.64,375.7,1306.47,374.53,1306.47,374.53,318.44,674.32,2114.55,542.8,1327.94,430.99,1327.94,430.99,1341.86,432.02,1341.86,432.02,307.47,612.0,2199.13,708.5,601.74,4191.47,3491.98,-245.18,4477.72,3416.08,1278.1,4304.66,3251.43
0,4839,1289.68,375.42,1289.68,375.42,1309.62,374.18,1309.62,374.18,317.89,673.87,2115.09,542.28,1331.34,431.25,1331.34,431.25,1345.26,431.97,1345.26,431.97,307.3,611.78,2199.03,708.29,604.68,4191.03,3492.0,-245.46,4477.42,3417.13,1277.39,4304.19,3249.52
0,4840,1292.86,375.84,1292.86,375.84,1312.95,374.41,1312.95,374.41,317.91,674.85,2114.54,542.28,1334.6,431.5,1334.6,431.5,1348.72,432.49,1348.72,432.49,307.3,611.83,2196.48,711.68,607.54,4191.17,3491.35,-245.41,4478.19,3417.04,1273.85,4304.26,3244.74
0,4841,1295.8,375.17,1295.8,375.17,1315.75,373.84,1315.75,373.84,314.02,672.83,2114.29,541.99,1337.72,431.81,1337.72,431.81,1351.84,432.63,1351.84,432.63,306.13,611.76,2198.03,709.03,610.21,4190.47,3491.26,-247.33,4476.99,3424.37,1276.57,4303.98,3249.47
0,4842,1299.15,375.39,1299.15,375.39,1318.94,374.25,1318.94,374.25,313.37,672.55,2114.19,541.91,1340.37,432.17,1340.37,432.17,1355.06,433.12,1355.06,433.12,305.27,611.51,2198.07,708.51,612.55,4190.65,3489.25,-247.94,4476.75,3423.7,1276.73,4303.91,3249.87
0,4843,1302.09,375.61,1302.09,375.61,1321.99,374.27,1321.99,374.27,313.44,673.44,2113.4,541.88,1342.17,432.16,1342.17,432.16,1358.36,433.54,1358.36,433.54,304.67,611.93,2197.71,708.7,614.5,4190.69,3486.96,-248.15,4477.36,3421.75,1276.93,4303.91,3251.41
0,4844,1304.54,375.08,1304.54,375.08,1324.63,373.64,1324.63,373.64,313.56,673.0,2112.65,541.91,1343.77,432.12,1343.77,432.12,1361.08,433.74,1361.08,433.74,305.38,612.35,2196.97,709.18,616.13,4190.11,3485.02,-247.81,4477.09,3423.48,1276.47,4303.97,3251.85
0,4845,1307.64,375.26,1307.64,375.26,1327.42,374.17,1327.42,374.17,316.97,675.27,2112.09,542.32,1345.57,432.24,1345.57,432.24,1364.45,433.98,1364.45,433.98,304.28,612.26,2196.81,708.82,618.15,4190.35,3483.01,-247.03,4478.26,3410.96,1276.8,4304.34,3253.2
0,4846,1310.47,374.62,1310.47,374.62,1330.46,373.31,1330.46,373.31,315.89,674.42,2111.76,541.38,1347.78,432.12,1347.78,432.12,1367.4,433.37,1367.4,433.37,303.79,611.77,2196.9,708.38,620.12,4189.61,3481.04,-247.65,4477.68,3412.54,1277.22,4303.53,3254.45
0,4847,1313.34,374.78,1313.34,374.78,1333.39,373.42,1333.39,373.42,316.74,675.59,2111.94,542.15,1348.68,432.04,1348.68,432.04,1370.4,433.8,1370.4,433.8,304.08,612.25,2196.47,708.61,621.38,4189.72,3477.27,-247.18,4478.52,3411.05,1276.4,4304.2,3252.81
0,4848,1316.02,374.0,1316.02,374.0,1335.97,373.06,1335.97,373.06,316.12,674.96,2112.8,541.16,1350.38,432.23,1350.38,432.23,1373.25,434.78,1373.25,434.78,303.99,612.39,2196.65,708.12,623.1,4189.15,3475.36,-247.46,4478.1,3412.47,1275.8,4303.32,3250.59
0,4849,1320.19,373.03,1320.19,373.03,1338.37,373.33,1338.37,373.33,316.62,675.27,2113.5,541.0,1352.18,431.86,1352.18,431.86,1376.22,433.84,1376.22,433.84,304.38,611.78,2196.86,707.37,624.7,4188.81,3471.63,-247.11,4478.32,3412.22,1275.45,4303.16,3248.97
0,4850,1321.31,373.69,1321.31,373.69,1341.12,372.83,1341.12,372.83,313.02,673.38,2113.65,540.23,1358.45,432.55,1358.45,432.55,1379.1,433.97,1379.1,433.97,304.02,611.69,2197.88,706.79,629.54,4188.49,3479.07,-248.57,4477.29,3421.02,1276.91,4302.47,3251.1
0,4851,1323.94,373.99,1323.94,373.99,1344.04,372.54,1344.04,372.54,314.2,673.61,2114.55,540.78,1363.47,430.55,1355.71,433.31,1380.44,431.14,1381.78,433.6,305.12,611.73,2197.36,707.07,628.4,4188.72,3469.68,-247.68,4477.45,3420.96,1275.22,4302.94,3247.0
0,4852,1326.54,374.15,1326.54,374.15,1346.72,372.63,1346.72,372.63,313.99,674.58,2115.05,541.09,1366.42,431.54,1368.84,434.96,1383.39,432.2,1384.49,434.91,305.71,612.6,2197.51,707.7,637.08,4188.07,3484.93,-247.45,4478.31,3423.2,1274.96,4303.2,3245.8
0,4853,1329.31,374.29,1329.31,374.29,1349.53,373.2,1349.53,373.2,314.58,674.82,2114.83,542.1,1368.71,435.59,1368.71,435.59,1387.29,436.4,1387.29,436.4,306.14,612.74,2197.53,708.67,637.61,4188.45,3479.61,-247.05,4478.47,3422.82,1275.26,4304.07,3246.55
0,4854,1332.32,375.3,1332.32,375.3,1352.28,374.61,1352.28,374.61,315.02,676.16,2115.43,544.26,1368.37,435.64,1368.37,435.64,1390.0,437.27,1390.0,437.27,306.34,613.27,2194.77,712.62,637.95,4189.61,3473.54,-246.75,4479.49,3422.18,1270.36,4305.99,3237.72
0,4855,1334.94,374.68,1334.94,374.68,1354.56,374.23,1354.56,374.23,314.17,675.61,2115.39,544.33,1368.06,435.8,1368.06,435.8,1392.58,437.38,1392.58,437.38,306.38,613.46,2195.59,713.2,638.34,4189.23,3468.79,-247.05,4479.18,3424.63,1271.69,4306.03,3239.89
0,4856,1337.68,375.32,1337.68,375.32,1357.6,374.45,1357.6,374.45,314.44,676.19,2115.63,545.85,1381.34,433.14,1381.34,433.14,1398.31,433.81,1395.81,436.95,306.14,613.0,2195.63,713.44,647.38,4188.83,3484.2,-247.04,4479.57,3423.18,1271.6,4307.35,3239.28
0,4857,1340.48,375.03,1340.48,375.03,1360.54,373.96,1360.54,373.96,314.19,674.45,2115.58,545.82,1381.52,435.7,1383.23,435.9,1398.44,436.52,1398.72,437.15,305.8,612.62,2195.47,713.54,649.15,4188.43,3481.85,-247.35,4478.19,3422.94,1271.39,4307.33,3239.04
0,4858,1343.09,375.42,1343.09,375.42,1363.29,374.15,1363.29,374.15,313.99,674.63,2115.29,546.55,1387.44,436.99,1387.44,436.99,1401.63,437.92,1401.63,437.92,305.56,612.2,2195.6,713.96,652.48,4188.47,3483.66,-247.51,4478.33,3422.77,1271.91,4307.96,3240.25
0,4859,1345.73,376.03,1345.73,376.03,1366.4,374.38,1366.4,374.38,314.08,674.31,2115.7,547.38,1390.48,437.48,1390.48,437.48,1404.76,438.44,1404.76,438.44,305.37,612.03,2195.12,714.4,655.13,4188.7,3483.37,-247.58,4478.05,3421.99,1270.78,4308.68,3237.77
0,4860,1348.74,376.01,1348.74,376.01,1369.54,374.39,1369.54,374.39,314.12,673.66,2115.03,548.03,1394.13,438.73,1394.13,438.73,1408.37,439.12,1408.37,439.12,305.13,612.06,2194.29,715.12,658.37,4188.5,3484.08,-247.7,4477.5,3421.21,1270.14,4309.28,3237.74
0,4861,1352.55,376.1,1352.55,376.1,1372.63,375.1,1372.63,375.1,313.33,674.18,2115.93,548.58,1397.17,439.48,1397.17,439.48,1411.73,440.14,1411.73,440.14,303.62,611.3,2194.2,716.19,660.92,4188.74,3482.19,-248.61,4477.82,3419.04,1269.14,4309.73,3234.76
0,4862,1355.68,376.24,1355.68,376.24,1375.97,374.96,1375.97,374.96,313.72,673.63,2116.09,550.13,1401.15,439.34,1401.15,439.34,1415.42,440.52,1415.42,440.52,303.57,611.25,2192.87,717.49,664.34,4188.54,3482.97,-248.52,4477.34,3417.84,1266.95,4311.08,3230.95
0,4863,1358.41,377.32,1358.41,377.32,1379.12,375.37,1379.12,375.37,312.97,674.21,2116.16,551.04,1404.69,439.77,1404.69,439.77,1418.69,440.57,1418.69,440.57,304.23,611.0,2192.54,718.17,667.39,4189.02,3483.43,-248.46,4477.98,3421.77,1266.41,4311.87,3229.93
0,4864,1361.83,376.87,1361.83,376.87,1382.61,375.19,1382.61,375.19,312.46,673.01,2116.17,550.88,1407.95,440.53,1407.95,440.53,1422.42,441.64,1422.42,441.64,303.51,610.37,2192.67,718.39,670.27,4188.6,3482.41,-249.01,4477.01,3421.1,1266.58,4311.73,3230.18
0,4865,1365.76,376.71,1365.76,376.71,1385.7,375.99,1385.7,375.99,312.51,672.67,2116.65,551.45,1411.51,441.21,1411.51,441.21,1425.78,442.08,1425.78,442.08,303.63,610.17,2192.45,718.38,673.1,4188.75,3481.07,-248.95,4476.76,3421.33,1265.81,4312.22,3228.19
0,4866,1368.76,376.06,1368.76,376.06,1388.8,375.21,1388.8,375.21,312.38,671.17,2116.9,551.76,1414.66,441.41,1414.66,441.41,1429.19,442.18,1429.19,442.18,304.24,610.59,2192.01,719.36,675.88,4187.96,3480.77,-248.79,4475.67,3423.46,1264.88,4312.48,3226.33
0,4867,1371.99,376.91,1371.99,376.91,1392.33,375.62,1392.33,375.62,312.47,671.55,2117.02,553.34,1418.12,441.92,1418.12,441.92,1432.29,442.44,1432.29,442.44,303.27,610.33,2191.9,719.4,678.55,4188.4,3479.34,-249.17,4475.84,3420.42,1264.67,4313.84,3225.71
0,4868,1375.29,377.23,1375.29,377.23,1395.49,376.09,1395.49,376.09,311.93,671.06,2117.8,554.1,1421.49,442.54,1421.49,442.54,1435.65,443.97,1435.65,443.97,303.65,610.21,2192.41,720.39,681.4,4188.6,3478.67,-249.21,4475.57,3422.97,1264.74,4314.47,3224.58
0,4869,1378.3,377.09,1378.3,377.09,1398.38,376.65,1398.38,376.65,311.62,670.39,2117.71,554.83,1424.77,443.08,1424.77,443.08,1438.7,445.91,1438.7,445.91,303.15,610.09,2191.68,721.1,684.1,4188.64,3478.33,-249.57,4475.03,3422.4,1263.73,4315.12,3223.08
0,4870,1381.48,377.65,1381.48,377.65,1401.07,377.61,1401.07,377.61,312.22,671.06,2111.12,556.52,1428.63,443.89,1428.63,443.89,1441.99,445.63,1441.99,445.63,303.38,609.79,2191.48,722.07,687.36,4189.12,3479.28,-249.23,4475.5,3421.42,1269.81,4316.8,3242.72
0,4871,1384.33,377.72,1384.33,377.72,1404.09,377.34,1404.09,377.34,313.75,672.53,2111.26,556.09,1431.5,444.65,1431.5,444.65,1445.33,445.68,1445.33,445.68,303.62,609.59,2192.03,722.53,689.98,4188.89,3478.81,-248.54,4476.48,3417.9,1270.51,4316.41,3243.65
0,4872,1387.2,378.71,1387.2,378.71,1407.35,377.88,1407.35,377.88,314.24,673.22,2111.21,556.9,1434.3,445.66,1434.3,445.66,1448.64,446.76,1448.64,446.76,302.87,609.57,2192.84,723.01,692.51,4189.45,3477.73,-248.67,4476.85,3414.39,1271.87,4317.1,3245.84
0,4873,1390.11,378.9,1390.11,378.9,1410.27,378.01,1410.27,378.01,312.96,673.04,2111.07,557.13,1437.47,446.51,1437.47,446.51,1451.24,447.7,1451.24,447.7,303.92,610.0,2198.61,723.41,694.86,4189.48,3476.64,-248.66,4477.02,3420.91,1281.18,4317.26,3260.83
0,4874,1392.89,379.53,1392.89,379.53,1413.21,378.41,1413.21,378.41,315.96,675.02,2110.89,557.87,1440.43,447.03,1440.43,447.03,1454.36,447.83,1454.36,447.83,305.43,611.08,2198.6,724.33,697.47,4189.8,3476.22,-246.88,4478.35,3417.01,1281.37,4317.91,3261.36
0,4875,1395.92,380.07,1395.92,380.07,1416.4,378.8,1416.4,378.8,316.68,675.61,2111.32,557.47,1443.3,448.77,1443.3,448.77,1457.39,449.25,1457.39,449.25,305.12,611.94,2199.19,724.5,699.82,4190.11,3474.67,-246.75,4478.68,3414.16,1281.85,4317.54,3261.48
0,4876,1399.17,380.69,1399.17,380.69,1419.42,379.64,1419.42,379.64,316.1,677.31,2111.62,558.25,1445.98,449.71,1445.98,449.71,1460.32,450.38,1460.32,450.38,306.9,614.07,2199.76,725.39,701.99,4190.68,3472.58,-246.08,4480.32,3420.83,1282.49,4318.21,3261.99
0,4877,1401.91,380.68,1401.91,380.68,1422.33,379.46,1422.33,379.46,319.59,675.27,2111.67,558.2,1448.81,450.07,1448.81,450.07,1463.27,450.54,1463.27,450.54,306.73,615.54,2199.76,725.98,704.38,4190.47,3471.82,-245.06,4478.21,3410.86,1282.44,4318.16,3261.83
0,4878,1407.4,380.03,1407.4,380.03,1425.28,380.07,1425.28,380.07,320.61,676.7,2112.21,558.55,1454.17,449.08,1454.17,449.08,1465.17,450.29,1465.17,450.29,306.48,616.43,2200.33,725.85,707.06,4190.35,3468.56,-244.77,4479.16,3407.37,1282.84,4318.45,3261.6
0,4879,1407.0,381.95,1407.0,381.95,1428.03,380.11,1428.03,380.11,321.29,677.7,2112.14,558.09,1452.4,450.07,1452.4,450.07,1469.08,452.01,1469.08,452.01,306.12,617.0,2200.33,725.33,707.92,4191.19,3467.83,-244.65,4479.8,3404.49,1282.88,4318.05,3261.82
0,4880,1409.62,382.0,1409.62,382.0,1430.75,380.58,1430.75,380.58,321.34,678.49,2112.34,557.8,1451.68,451.74,1451.68,451.74,1472.17,453.17,1472.17,453.17,305.75,617.89,2200.6,724.53,708.2,4191.5,3462.45,-244.76,4480.36,3403.3,1283.12,4317.79,3261.9
0,4881,1413.3,381.41,1413.3,381.41,1433.34,381.19,1433.34,381.19,322.62,679.5,2112.39,558.17,1455.76,449.28,1455.76,449.28,1474.88,453.32,1474.88,453.32,305.42,619.05,2200.46,725.01,711.08,4191.35,3462.12,-244.42,4480.93,3398.89,1282.85,4318.11,3261.37
0,4882,1416.46,380.9,1416.46,380.9,1436.26,380.84,1436.26,380.84,323.08,679.38,2111.43,557.78,1463.86,451.84,1463.86,451.84,1477.63,453.21,1477.63,453.21,306.29,621.0,2199.98,724.94,716.61,4190.56,3468.24,-243.89,4480.88,3400.14,1283.02,4317.81,3263.14
0,4883,1419.35,381.49,1419.35,381.49,1439.5,380.93,1439.5,380.93,322.92,680.04,2112.04,557.86,1467.35,452.16,1467.35,452.16,1481.38,453.36,1481.38,453.36,305.97,621.73,2200.45,724.89,719.84,4190.68,3468.85,-244.05,4481.38,3399.66,1283.17,4317.85,3262.44
0,4884,1422.38,381.29,1422.38,381.29,1442.72,380.29,1442.72,380.29,322.63,680.73,2112.4,557.47,1470.25,452.56,1470.25,452.56,1484.52,453.54,1484.52,453.54,305.41,622.58,2200.25,724.69,722.22,4190.19,3467.4,-244.36,4481.89,3398.85,1282.48,4317.5,3260.82
0,4885,1425.4,381.43,1425.4,381.43,1445.88,380.4,1445.88,380.4,322.28,682.12,2112.63,557.84,1473.38,453.0,1473.38,453.0,1487.74,454.33,1487.74,454.33,305.24,623.36,2200.1,724.55,724.85,4190.17,3466.58,-244.49,4483.01,3399.32,1282.04,4317.81,3259.73
0,4886,1428.4,381.46,1428.4,381.46,1448.76,380.62,1448.76,380.62,321.9,682.81,2112.33,557.46,1476.79,454.04,1476.79,454.04,1491.14,454.88,1491.14,454.88,303.99,623.77,2199.52,723.89,727.84,4190.11,3466.93,-245.14,4483.44,3396.79,1281.4,4317.5,3259.22
0,4887,1431.23,381.7,1431.23,381.7,1451.47,381.21,1451.47,381.21,322.31,683.47,2113.09,557.65,1479.73,454.7,1479.73,454.7,1494.36,455.07,1494.36,455.07,304.07,624.37,2199.58,723.71,730.51,4190.33,3466.88,-244.93,4483.91,3395.91,1280.76,4317.63,3257.01
0,4888,1434.28,381.92,1434.28,381.92,1454.53,381.05,1454.53,381.05,322.14,683.88,2112.52,556.95,1483.17,454.5,1483.17,454.5,1497.88,455.58,1497.88,455.58,303.13,624.7,2199.54,723.9,733.53,4190.19,3467.03,-245.38,4484.13,3393.7,1281.23,4317.05,3258.67
0,4889,1436.9,382.63,1436.9,382.63,1457.68,381.1,1457.68,381.1,321.37,684.35,2112.4,557.07,1486.55,454.91,1486.55,454.91,1500.72,456.09,1500.72,456.09,303.43,625.36,2199.9,723.63,736.18,4190.38,3466.68,-245.49,4484.64,3396.64,1281.92,4317.15,3259.95
0,4890,1439.6,382.75,1439.6,382.75,1460.69,380.95,1460.69,380.95,321.34,683.97,2112.01,556.71,1489.86,455.49,1489.86,455.49,1504.18,456.66,1504.18,456.66,304.37,625.45,2200.0,723.19,739.18,4190.2,3467.24,-245.1,4484.47,3399.4,1282.45,4316.86,3261.42
0,4891,1443.3,382.18,1443.3,382.18,1464.25,380.63,1464.25,380.63,322.54,684.38,2111.87,556.53,1493.24,455.47,1493.24,455.47,1507.9,456.83,1507.9,456.83,304.22,625.8,2199.6,723.58,741.99,4189.67,3465.66,-244.75,4484.61,3395.71,1281.95,4316.7,3260.85
0,4892,1447.03,382.04,1447.03,382.04,1467.76,380.82,1467.76,380.82,322.15,684.8,2111.41,556.57,1496.98,456.07,1496.98,456.07,1511.54,456.81,1511.54,456.81,304.53,626.42,2199.45,723.53,745.01,4189.54,3464.56,-244.73,4485.03,3397.65,1282.15,4316.75,3261.88
0,4893,1450.22,381.23,1450.22,381.23,1470.83,380.16,1470.83,380.16,322.9,683.75,2111.59,555.81,1500.39,456.53,1500.39,456.53,1515.0,456.97,1515.0,456.97,304.48,626.35,2199.49,723.0,747.91,4188.72,3464.34,-244.54,4484.1,3395.51,1282.01,4316.08,3261.42
0,4894,1453.16,381.57,1453.16,381.57,1474.0,380.34,1474.0,380.34,320.4,683.76,2112.15,555.65,1503.42,456.59,1503.42,456.59,1519.9,457.27,1519.9,457.27,302.48,626.85,2200.84,721.58,751.58,4188.73,3465.95,-246.25,4484.2,3396.6,1283.63,4315.91,3263.15
